Examiner,Course coordinator,Teachers,Year,Part of programme,Duration,Pace of study,Form of study,Language of instruction,Course location,Number of places,Course code,Semester,Target group,Choose semester and course offering,P1,P2,P3,P4
{'Bojan Boric': 'https://www.kth.se/profile/borjan/'},,"{'Sara Brolund Fernandes De Carvalho': 'https://www.kth.se/profile/sarabc/', 'Elin Strand Ruin': 'https://www.kth.se/profile/estrand/', 'Joacim Bengtsson': 'https://www.kth.se/profile/joacimbe/', 'James Hamilton': 'https://www.kth.se/profile/jamesham/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Bojan Boric': 'https://www.kth.se/profile/borjan/', 'Carina Rahm': 'https://www.kth.se/profile/crahm/', 'Pål Röjgård Harryan': 'https://www.kth.se/profile/rojgard/', 'Rebecca Rubin': 'https://www.kth.se/profile/rrubin/', 'Janek Michal Ozmin': 'https://www.kth.se/profile/ozmin/'}",Autumn 2022 Start 29/08/2022 programme students,"Degree Programme in Architecture, åk 3, Mandatory","['29/08/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Min: 5,A31P1A,Autumn 2022,"Only for students in the Degree Programme in Architecture, study year 3.",,4,8,,
{'Bojan Boric': 'https://www.kth.se/profile/borjan/'},,"{'Rebecca Rubin': 'https://www.kth.se/profile/rrubin/', 'Bojan Boric': 'https://www.kth.se/profile/borjan/', 'Elin Strand Ruin': 'https://www.kth.se/profile/estrand/', 'Janek Michal Ozmin': 'https://www.kth.se/profile/ozmin/', 'Carina Rahm': 'https://www.kth.se/profile/crahm/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Pål Röjgård Harryan': 'https://www.kth.se/profile/rojgard/', 'James Hamilton': 'https://www.kth.se/profile/jamesham/', 'Joacim Bengtsson': 'https://www.kth.se/profile/joacimbe/', 'Sara Brolund Fernandes De Carvalho': 'https://www.kth.se/profile/sarabc/'}",Spring 2023 Start 17/01/2023 programme students,"Degree Programme in Architecture, åk 3, Mandatory","['17/01/2023', '17/03/2023']",50%,Normal Daytime,Swedish,KTH Campus,Min: 5,A31P2D,Spring 2023,"Only for students in the Degree Programme in Architecture, study year 3.",,,,6,
{'Ulrika Knagenhielm-Karlsson': 'https://www.kth.se/profile/ulrika/'},,"{'Erik Swahn': 'https://www.kth.se/profile/eswahn/', 'Stefan Petersson': 'https://www.kth.se/profile/spete/', 'Bojan Boric': 'https://www.kth.se/profile/borjan/'}",Autumn 2022 Start 29/08/2022 programme students,"Degree Programme in Architecture, åk 3, Mandatory","['29/08/2022', '16/01/2023']",10%,Normal Daytime,Swedish,KTH Campus,Min: 5,A31REA,Autumn 2022,"Only for students in the Degree Programme in Architecture, study year 3.",,1,2,,
{'Catharina Gabrielsson': 'https://www.kth.se/profile/cga/'},{'Catharina Gabrielsson': 'https://www.kth.se/profile/cga/'},"{'Hanna Erixon Aalto': 'https://www.kth.se/profile/herixon/', 'Bojan Boric': 'https://www.kth.se/profile/borjan/', 'Catharina Gabrielsson': 'https://www.kth.se/profile/cga/', 'Sara Brolund Fernandes De Carvalho': 'https://www.kth.se/profile/sarabc/'}",Autumn 2022 Start 29/08/2022 programme students,"Degree Programme in Architecture, åk 3, Mandatory","['29/08/2022', '16/01/2023']",17%,Normal Daytime,Swedish,KTH Campus,Min: 5,A31SFA,Autumn 2022,"Only for students in the Degree Programme in Architecture, study year 3.",,5,1,,
{'Ann Legeby': 'https://www.kth.se/profile/alegeby/'},{'Erik Wingquist': 'https://www.kth.se/profile/erikwi/'},"{'Bojan Boric': 'https://www.kth.se/profile/borjan/', 'Erik Swahn': 'https://www.kth.se/profile/eswahn/', 'Stefan Petersson': 'https://www.kth.se/profile/spete/', 'Malin Wennerholm': 'https://www.kth.se/profile/malinaw/', 'Ann Legeby': 'https://www.kth.se/profile/alegeby/'}",Autumn 2022 Start 29/08/2022 programme students,"Degree Programme in Architecture, åk 3, Mandatory","['29/08/2022', '16/01/2023']",17%,Normal Daytime,Swedish,KTH Campus,Min: 5,A31T1A,Autumn 2022,"Only for students in the Degree Programme in Architecture, study year 3.",,3.5,2.5,,
{'Bojan Boric': 'https://www.kth.se/profile/borjan/'},{'Erik Wingquist': 'https://www.kth.se/profile/erikwi/'},"{'Jesus Azpeitia Seron': 'https://www.kth.se/profile/azpeitia/', 'Bojan Boric': 'https://www.kth.se/profile/borjan/', 'Ania Öst': 'https://www.kth.se/profile/ania/', 'Erik Wingquist': 'https://www.kth.se/profile/erikwi/'}",Spring 2022 Start 18/01/2022 programme students,"Degree Programme in Architecture, åk 3, Mandatory","['18/01/2022', '07/06/2022']",10%,Normal Daytime,Swedish,KTH Campus,Min: 5,A31T2A,Spring 2022,"Only for students in the Degree Programme in Architecture, study year 3.",,,,1.5,1.5
{'Bojan Boric': 'https://www.kth.se/profile/borjan/'},,"{'Markus Aerni': 'https://www.kth.se/profile/aerni/', 'Bojan Boric': 'https://www.kth.se/profile/borjan/'}",Spring 2023 Start 17/01/2023 programme students,"Degree Programme in Architecture, åk 3, Mandatory","['17/01/2023', '05/06/2023']",10%,Normal Daytime,Swedish,KTH Campus,Min: 5,A31T2A,Spring 2023,"Only for students in the Degree Programme in Architecture, study year 3.",,,,1.5,1.5
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Ania Öst': 'https://www.kth.se/profile/ania/', 'Konrad Krupinski': 'https://www.kth.se/profile/konradk/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Tobias Nissen': 'https://www.kth.se/profile/tnissen/', 'Francesca Savio': 'https://www.kth.se/profile/fsavio/', 'Per Fransson': 'https://www.kth.se/profile/pfranson/', 'Erik Stenberg': 'https://www.kth.se/profile/erikste/', 'Mats Fahlander': 'https://www.kth.se/profile/matsfa/', 'Hanna Erixon Aalto': 'https://www.kth.se/profile/herixon/', 'Anders Berensson': 'https://www.kth.se/profile/bere/', 'Malin Heyman': 'https://www.kth.se/profile/mheyman/', 'Karin Matz': 'https://www.kth.se/profile/kmatz/', 'Nina Taghavi': 'https://www.kth.se/profile/ninat/', 'Thordis Arrhenius': 'https://www.kth.se/profile/thordis/', 'Rodrigo Eduardo Muro Avendano': 'https://www.kth.se/profile/rema/', 'Elena Carlini': 'https://www.kth.se/profile/elenaca/', 'Jelena Mijanovic': 'https://www.kth.se/profile/jelenam/', 'John Per Mikael Bergquist': 'https://www.kth.se/profile/mbergqu/', 'Marcelo Rovira Torres': 'https://www.kth.se/profile/marrt/', 'Frida Rosenberg': 'https://www.kth.se/profile/fridaro/', 'Bengt Fredrik Stenberg': 'https://www.kth.se/profile/freste/', 'Ulrika Knagenhielm-Karlsson': 'https://www.kth.se/profile/ulrika/', 'Rutger Sjögrim': 'https://www.kth.se/profile/sjogrim/', 'Leif Brodersen': 'https://www.kth.se/profile/leifb/', 'Cecilia Lundbäck': 'https://www.kth.se/profile/clundba/'}",Autumn 2022 Start 29/08/2022 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['29/08/2022', '28/10/2022']",100%,Normal Daytime,English,KTH Campus,Min: 5,A42A13,Autumn 2022,Only for ARKIT year 4 or TARKM year 1  and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,12,,,
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Jelena Mijanovic': 'https://www.kth.se/profile/jelenam/', 'Konrad Krupinski': 'https://www.kth.se/profile/konradk/', 'Leif Brodersen': 'https://www.kth.se/profile/leifb/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Hanna Erixon Aalto': 'https://www.kth.se/profile/herixon/', 'Malin Heyman': 'https://www.kth.se/profile/mheyman/', 'Elena Carlini': 'https://www.kth.se/profile/elenaca/', 'Anders Berensson': 'https://www.kth.se/profile/bere/', 'Thordis Arrhenius': 'https://www.kth.se/profile/thordis/', 'Tobias Nissen': 'https://www.kth.se/profile/tnissen/', 'Bengt Fredrik Stenberg': 'https://www.kth.se/profile/freste/', 'Per Fransson': 'https://www.kth.se/profile/pfranson/', 'Karin Matz': 'https://www.kth.se/profile/kmatz/', 'Nina Taghavi': 'https://www.kth.se/profile/ninat/', 'Francesca Savio': 'https://www.kth.se/profile/fsavio/', 'Marcelo Rovira Torres': 'https://www.kth.se/profile/marrt/', 'Rodrigo Eduardo Muro Avendano': 'https://www.kth.se/profile/rema/', 'Frida Rosenberg': 'https://www.kth.se/profile/fridaro/', 'Mats Fahlander': 'https://www.kth.se/profile/matsfa/', 'Ania Öst': 'https://www.kth.se/profile/ania/', 'Erik Stenberg': 'https://www.kth.se/profile/erikste/', 'Rutger Sjögrim': 'https://www.kth.se/profile/sjogrim/', 'Michael Bergquist': 'https://www.kth.se/profile/bergqui/'}",Autumn 2022 Start 31/10/2022 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['31/10/2022', '16/01/2023']",67%,Normal Daytime,English,KTH Campus,Min: 5,A42B13,Autumn 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,,12,,
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Ania Öst': 'https://www.kth.se/profile/ania/', 'Rumi Kubokawa': 'https://www.kth.se/profile/kubokawa/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Rutger Sjögrim': 'https://www.kth.se/profile/sjogrim/', 'Måns Tham': 'https://www.kth.se/profile/manstham/', 'Cecilia Lundbäck': 'https://www.kth.se/profile/clundba/', 'Ulrika Knagenhielm-Karlsson': 'https://www.kth.se/profile/ulrika/', 'Frida Rosenberg': 'https://www.kth.se/profile/fridaro/', 'Malin Wennerholm': 'https://www.kth.se/profile/malinaw/', 'Erik Wingquist': 'https://www.kth.se/profile/erikwi/', 'Anders Berensson': 'https://www.kth.se/profile/bere/', 'Or Merom': 'https://www.kth.se/profile/merom/', 'John Per Mikael Bergquist': 'https://www.kth.se/profile/mbergqu/', 'Hanna Erixon Aalto': 'https://www.kth.se/profile/herixon/', 'Malin Heyman': 'https://www.kth.se/profile/mheyman/', 'Karin Matz': 'https://www.kth.se/profile/kmatz/', 'Nina Taghavi': 'https://www.kth.se/profile/ninat/', 'Maria Therese Selberg': 'https://www.kth.se/profile/teres/', 'Leif Brodersen': 'https://www.kth.se/profile/leifb/', 'Thordis Arrhenius': 'https://www.kth.se/profile/thordis/', 'Erik Stenberg': 'https://www.kth.se/profile/erikste/', 'Ute Besenecker': 'https://www.kth.se/profile/uteb/', 'Per Fransson': 'https://www.kth.se/profile/pfranson/', 'Bengt Fredrik Stenberg': 'https://www.kth.se/profile/freste/'}",Autumn 2022 OMREG programme students,,"['29/08/2022', '28/10/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,A42C14,Autumn 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,12,,,
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Ulrika Knagenhielm-Karlsson': 'https://www.kth.se/profile/ulrika/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Cecilia Lundbäck': 'https://www.kth.se/profile/clundba/'}",Spring 2023 Start 17/01/2023 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['17/01/2023', '17/03/2023']",100%,Normal Daytime,English,KTH Campus,Min: 5,A42C14,Spring 2023,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,,,12,
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},Spring 2022 Start 21/03/2022 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['21/03/2022', '07/06/2022']",67%,Normal Daytime,English,KTH Campus,Min: 5,A42D14,Spring 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,,,,12
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Erik Stenberg': 'https://www.kth.se/profile/erikste/', 'Or Merom': 'https://www.kth.se/profile/merom/', 'Bengt Fredrik Stenberg': 'https://www.kth.se/profile/freste/', 'Ulrika Knagenhielm-Karlsson': 'https://www.kth.se/profile/ulrika/', 'Rumi Kubokawa': 'https://www.kth.se/profile/kubokawa/', 'Erik Wingquist': 'https://www.kth.se/profile/erikwi/', 'Måns Tham': 'https://www.kth.se/profile/manstham/', 'Malin Heyman': 'https://www.kth.se/profile/mheyman/', 'Frida Rosenberg': 'https://www.kth.se/profile/fridaro/', 'Hanna Erixon Aalto': 'https://www.kth.se/profile/herixon/', 'Rutger Sjögrim': 'https://www.kth.se/profile/sjogrim/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'John Per Mikael Bergquist': 'https://www.kth.se/profile/mbergqu/', 'Nina Taghavi': 'https://www.kth.se/profile/ninat/', 'Leif Brodersen': 'https://www.kth.se/profile/leifb/', 'Per Fransson': 'https://www.kth.se/profile/pfranson/', 'Karin Matz': 'https://www.kth.se/profile/kmatz/', 'Maria Therese Selberg': 'https://www.kth.se/profile/teres/', 'Thordis Arrhenius': 'https://www.kth.se/profile/thordis/', 'Cecilia Lundbäck': 'https://www.kth.se/profile/clundba/', 'Malin Wennerholm': 'https://www.kth.se/profile/malinaw/', 'Ute Besenecker': 'https://www.kth.se/profile/uteb/', 'Anders Berensson': 'https://www.kth.se/profile/bere/', 'Ania Öst': 'https://www.kth.se/profile/ania/'}",Autumn 2022 OMREG programme students,,"['31/10/2022', '16/01/2023']",67%,Normal Daytime,English,KTH Campus,Places are not limited,A42D14,Autumn 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,,12,,
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},Spring 2023 Start 20/03/2023 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['20/03/2023', '05/06/2023']",67%,Normal Daytime,English,KTH Campus,Min: 5,A42D14,Spring 2023,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,,,,12
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Katja Tollmar Grillner': 'https://www.kth.se/profile/grillner/', 'Peter Lynch': 'https://www.kth.se/profile/plynch/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Christina Pech': 'https://www.kth.se/profile/pech/'}",Autumn 2022 Start 29/08/2022 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['29/08/2022', '28/10/2022']",25%,Normal Daytime,English,KTH Campus,Min: 5,A42O1A,Autumn 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,3,,,
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Erik Wingquist': 'https://www.kth.se/profile/erikwi/', 'Stefan Petersson': 'https://www.kth.se/profile/spete/', 'Jelena Mijanovic': 'https://www.kth.se/profile/jelenam/'}",Autumn 2022 Start 29/08/2022 programme students,,"['29/08/2022', '28/10/2022']",25%,Normal Daytime,English,KTH Campus,Places are not limited,A42O2A,Autumn 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,3,,,
{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},,Spring 2023 Start 17/01/2023 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['17/01/2023', '17/03/2023']",25%,Normal Daytime,English,KTH Campus,Min: 5,A42O2A,Spring 2023,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,,,3,
{'Katja Tollmar Grillner': 'https://www.kth.se/profile/grillner/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Thordis Arrhenius': 'https://www.kth.se/profile/thordis/', 'Helena Westerlind': 'https://www.kth.se/profile/helwe/', 'Johan Mårtelius': 'https://www.kth.se/profile/johanmar/', 'Erik Wingquist': 'https://www.kth.se/profile/erikwi/', 'Erik Sigge': 'https://www.kth.se/profile/esigge/', 'Sepideh Karami': 'https://www.kth.se/profile/sepikar/', 'Vasily Sitnikov': 'https://www.kth.se/profile/vasilysi/', 'Alejandra Navarrete Llopis': 'https://www.kth.se/profile/alejnl/', 'Anders Wilhelmson': 'https://www.kth.se/profile/andwil/', 'Sölen Köseoglu Henden': 'https://www.kth.se/profile/solenkh/', 'Helene Frichot': 'https://www.kth.se/profile/frichot/'}",Spring 2022 Start 18/01/2022 programme students,,"['18/01/2022', '07/06/2022']",10%,Normal Daytime,English,KTH Campus,Places are not limited,A42SEH,Spring 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,,,1.5,1.5
{'Katja Tollmar Grillner': 'https://www.kth.se/profile/grillner/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Meike Schalk': 'https://www.kth.se/profile/meike/', 'Thordis Arrhenius': 'https://www.kth.se/profile/thordis/', 'Stavroula Angelaki': 'https://www.kth.se/profile/angelaki/', 'Per Fransson': 'https://www.kth.se/profile/pfranson/', 'Malin Wennerholm': 'https://www.kth.se/profile/malinaw/', 'Björn Hellström': 'https://www.kth.se/profile/bhell/', 'Markus Aerni': 'https://www.kth.se/profile/aerni/', 'Ute Besenecker': 'https://www.kth.se/profile/uteb/', 'Helena Westerlind': 'https://www.kth.se/profile/helwe/', 'Pål Röjgård Harryan': 'https://www.kth.se/profile/rojgard/', 'Helena Mattsson': 'https://www.kth.se/profile/helenam/', 'Matthew Ashton': 'https://www.kth.se/profile/ashton/', 'Anders Bergström': 'https://www.kth.se/profile/abe/', 'Katja Tollmar Grillner': 'https://www.kth.se/profile/grillner/'}",Autumn 2022 Start 29/08/2022 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['29/08/2022', '16/01/2023']",10%,Normal Daytime,English,KTH Campus,Min: 5,A42SEH,Autumn 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,1.5,1.5,,
{'Katja Tollmar Grillner': 'https://www.kth.se/profile/grillner/'},{'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/'},"{'Chen Feng': 'https://www.kth.se/profile/chenfeng/', 'Malin Wennerholm': 'https://www.kth.se/profile/malinaw/', 'Katja Tollmar Grillner': 'https://www.kth.se/profile/grillner/', 'Victor Edman': 'https://www.kth.se/profile/victore/', 'Helena Mattsson': 'https://www.kth.se/profile/helenam/', 'Claes Sörstedt': 'https://www.kth.se/profile/sorstedt/', 'Catharina Gabrielsson': 'https://www.kth.se/profile/cga/', 'Anders Bergström': 'https://www.kth.se/profile/abe/', 'Björn Ehrlemark': 'https://www.kth.se/profile/bjorneh/', 'Erik Wingquist': 'https://www.kth.se/profile/erikwi/', 'Helena Westerlind': 'https://www.kth.se/profile/helwe/', 'José Hernandez Vargas': 'https://www.kth.se/profile/joseh/'}",Spring 2022 Start 18/01/2022 programme students,"['Degree Programme in Architecture, åk 4, Mandatory', ""Master's Programme, Architecture, åk 1, Mandatory""]","['18/01/2022', '07/06/2022']",10%,Normal Daytime,English,KTH Campus,Min: 5,A42SEV,Spring 2022,Only for ARKIT year 4 or TARKM year 1 and exchange students coming through an exchange agreement within the Degree Programme in Architecture.,,,,1.5,1.5
